AGE,Cerebellum,CorticalSubplate,HippocampalFormation,Hypothalamus,Isocortex,Midbrain,Medulla,OlfactoryAreas,Pallidum,Pons,Striatum,Thalamus,FibreTracts,Cerebellum_ANcr1gr,Cerebellum_ANcr1mo,Cerebellum_ANcr2gr,Cerebellum_ANcr2mo,Cerebellum_CENT2gr,Cerebellum_CENT2mo,Cerebellum_CENT3gr,Cerebellum_CENT3mo,Cerebellum_COPYgr,Cerebellum_COPYmo,"Cerebellum_CUL4,5gr","Cerebellum_CUL4,5mo",Cerebellum_DECgr,Cerebellum_DECmo,Cerebellum_FN,Cerebellum_FOTUgr,Cerebellum_FOTUmo,Cerebellum_IP,Cerebellum_NODgr,Cerebellum_NODmo,Cerebellum_PRMgr,Cerebellum_PRMmo,Cerebellum_PYRgr,Cerebellum_PYRmo,Cerebellum_SIMgr,Cerebellum_SIMmo,Cerebellum_UVUgr,Cerebellum_UVUmo,CorticalSubplate_CLA,CorticalSubplate_EPd,HippocampalFormation_CA1slm,HippocampalFormation_CA1so,HippocampalFormation_CA1sp,HippocampalFormation_CA1sr,HippocampalFormation_CA2slm,HippocampalFormation_CA2so,HippocampalFormation_CA2sp,HippocampalFormation_CA2sr,HippocampalFormation_CA3slm,HippocampalFormation_CA3slu,HippocampalFormation_CA3so,HippocampalFormation_CA3sp,HippocampalFormation_CA3sr,HippocampalFormation_DGgrInf,HippocampalFormation_DGgrSup,HippocampalFormation_DGmoInf,HippocampalFormation_DGmoSup,HippocampalFormation_DGmoV,HippocampalFormation_DGpo,HippocampalFormation_DGpoV,HippocampalFormation_DGspV,HippocampalFormation_SUB,Hypothalamus_LHA,Hypothalamus_LM,Hypothalamus_LPO,Hypothalamus_PSTN,Hypothalamus_SO,Hypothalamus_STN,Hypothalamus_ZI,Isocortex_FRP,Isocortex_MO,Isocortex_ORB,Isocortex_PTLp,Isocortex_RSPd,Isocortex_RSPv,Isocortex_SS,Isocortex_VIS,Midbrain_APN,Midbrain_CUN,Midbrain_IC,Midbrain_MEV,Midbrain_MRN,Midbrain_NOT,Midbrain_PAG,Midbrain_PPN,Midbrain_PPT,Midbrain_RN,Midbrain_RR,Midbrain_SCm,Midbrain_SCs,Midbrain_SNc,Midbrain_SNr,Midbrain_VTA,Medulla_AMB,Medulla_CU,Medulla_ECU,Medulla_GRN,Medulla_IO,Medulla_IRN,Medulla_LAV,Medulla_LI,Medulla_LRN,Medulla_MDRN,Medulla_MV,Medulla_MX,Medulla_NTS,Medulla_PARN,Medulla_PGRNl,Medulla_SOL,Medulla_SPIV,Medulla_SPVC,Medulla_SPVI,Medulla_SPVO,Medulla_SUV,Medulla_VII,Medulla_X,OlfactoryAreas_AOBgl,OlfactoryAreas_AOBgr,OlfactoryAreas_AOBmi,OlfactoryAreas_AON1,OlfactoryAreas_AON2,OlfactoryAreas_MOBgl,OlfactoryAreas_MOBgr,OlfactoryAreas_MOBipl,OlfactoryAreas_MOBmi,OlfactoryAreas_MOBopl,OlfactoryAreas_PIR1,OlfactoryAreas_PIR2,OlfactoryAreas_PIR3,Pallidum_BST,Pallidum_GPi,Pallidum_MA,Pallidum_NDB,Pallidum_SI,Pons_LAV,Pons_LC,Pons_NLL,Pons_PB,Pons_PG,Pons_PRNc,Pons_PRNr,Pons_SOC,Pons_SUT,Pons_TRN,Pons_V,Striatum_ACBc,Striatum_ACBsh,Striatum_CP,Striatum_FS,Striatum_isl,Striatum_OT1,Striatum_OT2,Striatum_OT3,Thalamus_AD,Thalamus_AV,Thalamus_LD,Thalamus_LP,Thalamus_PF,Thalamus_PO,Thalamus_RT,Thalamus_SPFp,Thalamus_VAL,Thalamus_VM,Thalamus_VPL,Thalamus_VPM,Thalamus_VPMpc
60,4.10875,53.1975,93.744375,2.81125,52.54875,1.2975,0.4325,52.11625,4.325,0.4325,51.035,51.68375,,,,,,5.19,1.2975,5.40625,1.2975,,,7.3525,2.81125,11.6775,4.7575,0.4325,15.461875,5.19,0.21625,6.92,1.2975,,,9.9475,3.67625,,,7.56875,1.51375,55.14375,52.656875,72.66,114.6125,35.0325,123.2625,89.96,105.421875,12.32625,105.31375,108.34125,29.085625,59.144375,11.02875,110.07125,19.24625,21.625,139.265,135.805,,30.92375,,,41.0875,1.94625,,5.83875,,6.70375,8.86625,0.865,84.12125,68.11875,46.92625,48.22375,40.763125,22.27375,57.5225,34.81625,1.73,1.08125,2.37875,0.64875,0.4325,1.51375,,0.4325,1.2975,,1.2975,1.08125,2.81125,1.73,1.51375,,,1.51375,,,,0.21625,,4.54125,1.94625,0.64875,0.21625,,,0.4325,0.4325,,0.865,0.64875,0.64875,,0.4325,0.4325,,,,,89.5275,85.41875,40.00625,22.49,40.00625,30.599375,60.76625,65.52375,66.280625,53.1975,,1.51375,8.541875,7.893125,5.19,,,,2.37875,13.4075,0.21625,0.4325,0.64875,,,0.21625,60.76625,64.22625,42.385,51.035,50.6025,63.5775,58.3875,71.254375,,,56.00875,54.27875,,70.4975,1.73,1.51375,,,47.034375,56.6575,
61,44.5475,72.2275,123.91125,17.51625,88.44625,13.4075,8.2175,72.44375,17.51625,4.7575,82.39125,66.38875,,,,44.76375,48.44,,,46.169375,34.6,,,57.73875,44.76375,,,4.433125,48.331875,48.65625,5.6225,43.46625,41.195625,,,49.7375,48.8725,53.84625,41.9525,47.575,51.575625,79.688125,67.9025,111.1525,147.590625,68.7675,154.61875,115.91,116.3425,32.4375,110.611875,130.1825,60.33375,104.01625,40.655,133.6425,43.358125,43.46625,161.646875,156.1325,,57.955,,,77.525625,17.08375,,20.76,,20.11125,30.92375,11.02875,109.098125,88.6625,85.635,92.9875,97.52875,74.8225,88.23,90.60875,14.05625,16.8675,29.19375,,6.70375,19.03,,9.29875,12.5425,,8.43375,10.8125,25.73375,12.434375,16.21875,,9.0825,17.94875,,,,6.70375,1.73,20.219375,25.30125,,1.94625,16.8675,,8.43375,9.29875,22.9225,3.67625,17.08375,17.94875,,3.24375,7.13625,,,,,107.04375,106.8275,51.9,43.25,64.01,44.115,77.63375,82.39125,76.76875,69.84875,16.326875,6.055,24.22,31.680625,16.65125,,,,16.8675,38.06,3.46,5.40625,2.81125,6.4875,,3.0275,87.365,84.55375,80.8775,80.445,59.03625,86.9325,83.68875,89.96,,53.41375,71.795,67.145625,,89.5275,11.89375,12.75875,68.335,45.4125,50.81875,70.4975,
94,36.11375,64.983125,117.36287289916,8.109375,93.6947062720848,5.6225,1.94625,60.441875,15.4078125,1.621875,74.1024971198157,67.25375,,,,,,28.004375,17.191875,36.7625,23.030625,,,44.5475,31.5725,43.89875,37.195,1.94625,40.8171875,40.330625,2.1625,41.0875,30.0046875,,,42.709375,44.655625,,,44.115,41.195625,66.82125,63.469375,95.5579674369747,134.474789915966,50.7446980042017,144.156066176471,125.135152310924,124.93344012605,32.1376575630253,124.547733718487,133.38899684874,56.4830462184874,97.6246087184874,43.7197531512605,135.005420168067,40.7931092436975,42.3418408613445,158.411302521008,163.490451680672,,54.2769327731093,,,54.1292830882353,9.9475,9.29875,7.676875,12.75875,18.5975,,5.298125,105.473836130742,90.5036815371025,93.1540812720848,96.4387124558303,89.9483469522968,70.0248829505301,94.5539752650177,102.429143109541,4.865625,5.19,21.1925,10.16375,2.054375,9.515,8.2175,1.73,6.27125,1.94625,4.10875,3.8925,23.57125,10.16375,9.9475,9.9475,,4.7575,,0.4325,8.43375,2.37875,,,4.7575,1.94625,2.81125,,18.38125,1.2975,2.054375,9.6771875,5.081875,8.325625,1.73,,4.7575,1.838125,,31.4103125,46.9803125,51.1971875,94.7175,89.851875,52.98125,45.4125,57.09,48.548125,72.119375,104.773125,90.7709375,80.9315625,18.5434375,,17.08375,16.110625,12.218125,,7.3525,,7.3525,16.975625,0.865,1.405625,0.865,,14.92125,0.64875,77.0283496543779,87.2090408986175,70.4451814516129,64.8697681451613,77.5861650345622,95.0169614055299,91.6511347926268,94.5311463133641,80.553125,63.36125,71.795,61.415,70.065,83.4725,7.460625,8.00125,62.92875,47.899375,51.791875,86.9325,78.49875
94,27.8241666666667,71.254375,115.26125,12.6145833333333,84.98625,8.07333333333333,3.31583333333333,73.8854166666667,21.625,3.53208333333333,81.8145833333333,62.28,,,,40.655,38.27625,,,39.9341666666667,26.16625,43.574375,43.25,45.9891666666667,27.03125,31.4103125,14.2725,1.36958333333333,31.896875,21.949375,5.22604166666667,39.681875,19.24625,44.33125,43.46625,33.95125,20.3275,44.871875,40.00625,,,79.79625,68.5152083333333,101.205,136.45375,58.063125,143.950416666667,119.297916666667,106.8275,35.1766666666667,116.3425,127.659583333333,63.6135416666667,94.6454166666667,42.385,131.552083333333,45.7729166666667,44.1870833333333,153.465416666667,156.925416666667,,50.1339583333333,,,55.035625,10.38,,15.9304166666667,20.11125,18.38125,27.46375,5.04583333333333,98.9704166666667,83.148125,91.69,87.5091666666667,77.2553125,58.6397916666667,82.39125,,7.85708333333333,9.0825,12.9029166666667,,4.39708333333333,14.6329166666667,,5.11791666666667,10.38,,6.45145833333333,7.28041666666667,19.1020833333333,16.65125,9.65916666666667,,10.59625,11.569375,,,,3.24375,2.30666666666667,16.0025,6.055,,1.22541666666667,,,4.03666666666667,4.7575,28.1125,2.66708333333333,5.83875,,,2.52291666666667,4.865625,,,52.765,52.224375,108.197083333333,100.015625,55.9366666666667,54.2066666666667,70.28125,56.9458333333333,80.0125,93.9966666666667,87.0766666666666,70.2452083333333,14.2004166666667,7.56875,26.4365625,26.16625,23.13875,,,4.46916666666667,9.9475,19.4625,3.60416666666667,3.09958333333333,2.595,4.39708333333333,,2.66708333333333,93.42,98.1414583333333,75.7595833333333,73.2366666666667,58.8560416666667,89.5275,89.0589583333333,94.8616666666667,,45.5746875,67.794375,58.3514583333333,,84.0491666666667,10.0195833333333,11.2810416666667,60.009375,44.655625,51.8279166666667,70.5695833333333,
96,19.354375,68.9296875,112.45,16.21875,81.09375,8.541875,6.595625,70.389375,22.70625,4.54125,74.60625,66.496875,,31.031875,21.84125,30.9778125,19.786875,,,25.409375,15.1375,27.68,23.7875,29.8425,16.543125,27.89625,11.02875,0.21625,,,4.216875,30.599375,20.868125,32.22125,21.7871875,20.54375,13.19125,29.41,15.35375,27.89625,22.27375,75.6875,67.0915625,94.285,129.1553125,55.8465625,140.5625,116.883125,104.88125,42.385,115.585625,129.858125,60.441875,102.07,40.4928125,128.2903125,42.4390625,40.43875,152.780625,153.5375,,57.198125,,,65.95625,19.67875,,15.461875,25.193125,17.1378125,,9.9475,89.96,78.606875,80.553125,91.149375,84.013125,47.034375,80.445,86.608125,9.623125,10.38,9.190625,4.10875,4.7575,10.59625,,9.406875,9.0825,,7.460625,12.650625,10.16375,14.2725,17.7325,,10.2178125,12.32625,,,,5.83875,2.595,24.976875,10.488125,6.27125,1.73,8.325625,13.84,6.811875,5.730625,,4.649375,13.948125,10.704375,,3.67625,8.974375,,,,,94.3390625,92.014375,50.926875,38.27625,59.360625,49.629375,74.930625,96.771875,92.1765625,70.71375,23.895625,6.27125,26.3825,23.895625,23.7875,,,2.1625,13.083125,27.139375,3.8384375,4.10875,3.135625,10.8125,,4.325,77.958125,79.904375,73.416875,57.198125,55.251875,77.093125,73.1465625,74.8765625,,,74.5521875,74.39,,83.796875,14.705,9.73125,,,61.5771875,72.768125,
94,25.30125,56.116875,98.39375,9.515,66.605,5.6225,5.6225,58.82,12.75875,3.8925,65.95625,60.33375,,38.816875,29.8425,35.8975,33.410625,,,30.7075,13.948125,43.03375,37.41125,29.62625,12.32625,,,,,,5.83875,,,41.30375,29.62625,,,31.78875,15.35375,,,61.955625,51.143125,91.2575,109.314375,26.16625,123.04625,102.71875,110.93625,12.975,104.989375,102.28625,40.00625,89.96,22.598125,109.20625,25.085,25.95,149.86125,140.454375,,40.43875,,,49.08875,9.515,,11.46125,,13.731875,24.86875,4.54125,84.3375,68.7675,77.63375,44.76375,69.41625,25.95,58.82,68.335,7.785,7.13625,8.43375,,3.46,6.27125,,2.595,6.4875,,5.40625,4.7575,8.65,7.56875,6.70375,,,,13.4075,,,,2.1625,,,,3.67625,7.785,,5.83875,,,5.081875,,11.02875,8.00125,,4.325,,,,,96.123125,89.095,,36.54625,52.98125,33.95125,59.685,67.794375,64.118125,58.928125,13.19125,4.7575,18.5975,24.22,12.218125,,,4.7575,11.569375,,3.24375,5.40625,3.24375,4.10875,,1.73,69.2,75.255,61.8475,64.875,68.7675,75.6875,75.255,81.52625,,,67.47,55.14375,,78.06625,8.00125,6.27125,,,50.6025,69.2,
94,25.30125,56.6575,116.775,14.05625,78.93125,8.65,4.325,64.65875,18.38125,2.81125,68.55125,69.2,,31.35625,27.2475,30.92375,27.2475,,,25.95,19.895,30.05875,24.6525,30.7075,21.625,,,,,,6.27125,,,28.76125,25.73375,,,34.6,23.57125,,,61.63125,55.900625,89.74375,136.994375,52.11625,141.21125,123.2625,121.208125,28.653125,123.47875,134.5075,59.90125,105.205625,36.654375,131.9125,32.329375,31.5725,150.29375,150.72625,,62.49625,,,73.0925,12.75875,,16.0025,,28.32875,27.68,7.785,95.690625,75.03875,77.4175,88.23,86.0675,58.60375,79.58,86.5,,,15.678125,,4.7575,,,,,,5.83875,12.975,,10.920625,10.59625,,,,,,,,3.8925,,10.271875,,2.1625,,,3.24375,3.46,,,8.00125,7.785,6.70375,,2.1625,16.0025,,,,94.609375,87.7975,40.87125,42.060625,59.2525,44.5475,68.55125,70.4975,64.65875,57.73875,22.0575,3.67625,20.651875,29.19375,18.81375,,,3.0275,14.48875,,2.1625,3.24375,3.0275,,,1.51375,71.57875,80.0125,64.01,63.5775,73.633125,81.850625,82.499375,84.878125,,,76.12,73.525,,83.25625,13.62375,6.4875,,,61.19875,77.85,
174,15.57,38.4925,100.664375,6.055,57.09,3.46,2.595,45.4125,8.43375,1.94625,25.73375,56.225,,,,,,20.76,8.65,20.11125,10.59625,,,26.59875,12.75875,27.03125,10.59625,1.2975,28.9775,16.435,1.94625,26.59875,18.165,,,25.95,20.54375,,,27.46375,21.733125,38.925,38.4925,74.714375,116.3425,34.1675,127.5875,115.585625,113.96375,22.70625,118.72125,119.58625,44.98,82.283125,28.1125,119.045625,30.7075,29.950625,142.07625,143.59,,41.30375,,,33.51875,9.0825,,5.40625,10.488125,14.2725,,3.24375,45.845,47.575,49.305,76.33625,66.064375,30.05875,57.30625,82.175,2.595,9.0825,5.40625,5.40625,1.94625,4.10875,,3.24375,3.67625,2.37875,5.6225,1.94625,7.3525,9.515,4.54125,,,,,,,1.94625,,,,,1.73,,,3.67625,,16.21875,3.8925,,13.19125,,2.1625,,,,11.89375,28.545,76.33625,80.8775,25.30125,19.24625,39.79,28.9775,49.305,83.905,76.011875,60.33375,8.65,,11.46125,10.38,6.92,,,,7.3525,15.35375,1.51375,1.73,,,,1.51375,40.00625,70.4975,18.165,12.5425,50.17,80.445,77.20125,78.390625,,43.03375,61.19875,39.79,,77.4175,3.67625,6.70375,61.8475,28.9775,42.8175,76.76875,
174,22.0575,63.145,110.2875,9.9475,81.52625,7.13625,4.54125,71.3625,21.40875,3.67625,74.17375,55.57625,,,,,,24.43625,11.245,30.92375,14.92125,,,35.465,20.11125,30.49125,21.40875,1.2975,26.815,24.00375,2.1625,37.41125,19.4625,,,25.085,23.463125,,,29.8425,23.355,65.95625,62.49625,89.74375,130.615,55.7925,140.77875,112.990625,101.42125,29.19375,110.50375,120.88375,56.87375,88.338125,43.25,120.45125,36.7625,39.57375,143.59,145.7525,,45.62875,,,59.03625,12.11,,10.16375,11.46125,,,7.56875,97.09625,79.79625,79.1475,89.31125,76.12,53.63,81.09375,88.338125,7.13625,12.5425,10.8125,8.325625,4.10875,10.8125,,5.40625,11.89375,4.7575,6.4875,5.40625,17.7325,11.6775,9.515,,,8.43375,,,,3.0275,,9.0825,9.190625,5.19,2.81125,5.730625,13.84,5.19,4.10875,,4.7575,,,,3.24375,7.13625,,35.465,47.683125,50.6025,90.17625,88.87875,52.3325,34.6,48.22375,41.0875,65.74,89.96,84.661875,,27.68,,,20.11125,16.65125,,,,11.245,20.3275,3.24375,3.0275,2.37875,,,3.8925,76.985,80.0125,70.065,40.00625,75.03875,90.3925,83.68875,86.824375,,49.413125,59.144375,51.25125,,73.0925,11.02875,12.11,58.60375,35.8975,46.71,77.20125,
174,36.11375,80.66125,114.82875,13.84,92.1225,8.2175,3.8925,69.6325,39.57375,3.46,88.23,63.79375,,41.9525,50.81875,44.5475,48.8725,,,36.221875,33.08625,,,43.141875,37.6275,,,0.4325,,,3.67625,42.060625,24.43625,43.6825,45.4125,40.43875,39.3575,40.330625,34.38375,34.1675,35.465,88.01375,76.76875,107.584375,134.94,64.4425,143.1575,117.64,109.855,44.98,115.69375,130.290625,68.55125,100.664375,56.225,130.39875,48.8725,47.35875,152.45625,152.6725,,58.17125,,,54.9275,14.705,,14.2725,17.94875,17.7325,,10.16375,92.33875,90.825,89.74375,103.3675,95.906875,49.52125,92.33875,97.52875,8.86625,14.05625,9.73125,6.92,5.83875,11.89375,,9.0825,9.190625,11.136875,10.920625,11.6775,6.27125,22.27375,10.8125,,,7.785,,,,2.1625,,13.948125,8.974375,4.325,2.37875,7.244375,14.2725,3.46,3.67625,,4.97375,10.8125,,,2.1625,4.97375,,33.95125,36.54625,48.8725,100.12375,97.52875,49.95375,38.384375,65.52375,59.46875,86.28375,105.31375,101.205,,51.25125,,,21.1925,38.384375,,,,13.4075,16.975625,2.595,2.81125,2.1625,,,3.8925,91.47375,92.33875,87.58125,59.576875,59.685,83.364375,86.9325,92.1225,,42.60125,64.875,58.3875,,89.31125,18.165,16.21875,67.68625,48.115625,57.73875,80.445,
183,5.83875,33.95125,45.62875,3.0275,14.92125,0.865,1.51375,43.89875,3.67625,0.64875,28.76125,46.2775,,,,,,8.2175,3.46,9.515,4.7575,,,8.00125,2.1625,8.65,0.865,0.4325,14.05625,6.27125,0.4325,12.11,9.9475,,,14.48875,10.38,,,11.89375,2.919375,38.925,32.87,23.355,48.115625,17.51625,63.36125,63.901875,86.5,12.218125,86.9325,66.82125,10.38,18.165,5.83875,65.3075,16.0025,18.489375,98.285625,91.2575,,18.81375,,,10.488125,,,4.7575,,,6.92,0.64875,36.7625,24.6525,29.62625,8.43375,17.840625,5.83875,10.38,8.86625,0.865,1.51375,1.2975,1.08125,0.4325,1.51375,,0.21625,0.865,,0,0.4325,1.73,1.405625,2.1625,,2.1625,3.24375,,,,0.865,0.4325,7.56875,1.2975,,0.21625,,,1.73,1.94625,,1.08125,4.54125,4.325,,0.4325,0.865,,17.7325,18.5975,,76.76875,77.20125,26.59875,14.48875,38.925,26.16625,50.278125,60.33375,49.95375,39.14125,,0.64875,8.00125,16.110625,3.8925,,,1.51375,1.51375,,0.64875,0.4325,0.865,,,0.4325,42.60125,60.76625,14.705,45.4125,60.33375,60.9825,65.3075,69.6325,,,46.92625,35.465,,65.52375,1.2975,0.64875,,,35.68125,57.955,
183,15.57,56.00875,86.28375,11.02875,49.95375,3.46,4.54125,62.92875,14.48875,2.81125,64.22625,60.1175,,21.1925,8.00125,23.355,11.245,,,22.0575,15.1375,31.35625,25.95,21.40875,12.11,,,0.64875,,,2.37875,,,29.62625,25.085,,,21.1925,7.56875,,,65.631875,52.3325,53.521875,92.77125,35.68125,102.935,103.259375,107.368125,23.895625,105.31375,105.31375,36.11375,62.7125,26.815,107.47625,26.16625,24.6525,138.4,131.69625,,39.249375,,,31.78875,12.975,,12.32625,,13.515625,23.7875,5.40625,78.93125,53.84625,67.47,42.385,41.30375,17.94875,42.16875,46.06125,3.24375,6.70375,3.67625,,1.94625,4.325,,4.10875,1.73,,3.24375,1.51375,5.40625,7.3525,10.16375,,4.97375,,,,,3.8925,,19.138125,,,1.51375,,,5.83875,5.514375,,5.6225,,8.86625,,3.0275,6.92,,,,,90.825,96.88,55.14375,40.00625,61.090625,50.17,73.525,78.715,79.039375,55.36,8.86625,2.81125,32.005,30.49125,19.24625,2.81125,,,9.0825,29.8425,3.0275,1.73,2.81125,3.67625,,1.94625,84.77,96.66375,52.98125,74.930625,73.633125,105.53,100.448125,104.989375,,,64.22625,53.84625,,79.58,6.92,5.19,,,46.06125,70.065,
364,13.3162925170068,50.5991984732823,110.50375,6.29669117647058,77.0791818734793,4.7575,3.56484848484849,57.827875399361,9.0825,2.1625,46.92625,51.7938847583642,,14.6388010204082,8.20867346938776,14.0459523809524,10.5800680272109,,,15.231649659864,14.5931972789116,14.091556122449,23.0754931972789,17.1014030612245,14.6844047619048,,,,,,2.18897959183673,,,14.0003486394558,17.6030442176871,,,14.6844047619048,11.7657653061224,,,59.9619747961591,43.8739885496183,98.5826137429643,128.333623358349,51.8310272045027,139.321801125704,116.516149155722,116.101500938086,30.0619957786116,111.54037054409,129.784892120075,55.3555370544089,82.9296435272046,42.5014423076924,123.979817073171,39.1842565666041,37.6293257504689,148.340399859287,145.541524390244,,50.4834204971857,,,62.8192049718573,6.41117647058823,,7.32705882352942,14.4251470588235,24.544375,,3.72713235294119,79.8651763990267,73.1787895377128,73.1787895377128,90.451955596107,76.5219829683699,47.3619069343066,79.4937104622872,83.0226368613139,4.30440476190476,6.90970238095239,6.23005952380952,,2.71857142857143,5.38050595238096,,3.39821428571428,5.38050595238096,,4.30440476190476,3.85130952380952,7.0229761904762,7.2495238095238,9.74154761904763,,,3.67625,,,,2.95214015151516,1.4482196969697,10.3046401515151,5.79287878787879,3.2863446969697,0.557007575757577,6.23848484848484,7.57530303030302,2.78503787878788,3.89905303030302,,2.45083333333333,5.9042803030303,,,2.486875,4.67886363636363,,,,,89.7264776357827,93.0842252396166,44.583426517572,41.9718450479234,58.3875,49.9931309904153,66.0357028753994,66.5953274760383,67.9011182108626,47.7169656488549,5.83192105263158,2.10331578947368,10.6121842105263,13.7193552631579,10.5165789473684,,,,6.92,4.865625,2.37875,2.270625,1.2975,3.135625,,2.054375,56.2039326647565,58.4225089541546,43.0269340974212,43.6320003581662,41.3461944842406,55.128259312321,53.1113717765044,58.0191314469915,,,54.6397026022306,50.4658364312268,,69.8173977695168,8.7271747211896,10.1500836431227,,,43.0667100371747,61.0902230483273,
364,10.8125,52.9273460410557,106.61125,8.00125,55.8413913043479,3.67625,2.1625,69.6198167155425,9.43521844660193,1.94625,49.08875,46.89684,,,,,,14.4734251968504,8.64148622047243,16.644438976378,11.4936023622047,,,14.3882874015748,7.66240157480314,12.9409448818898,7.15157480314961,0.681102362204725,15.9633366141732,13.1112204724409,1.10679133858268,17.0275590551181,15.4950787401575,,,15.5802165354331,15.6653543307087,,,13.1963582677165,12.0895669291339,57.1364932751427,51.8726957070706,84.7289798151752,121.959951361868,53.2019175583657,129.219472276265,105.989005350195,106.714957441634,24.2675413424125,107.648324416342,118.226483463035,48.4313752431908,96.8627504863813,35.4679450389105,124.760052285992,39.2014129377433,38.9939980544747,139.693923881323,140.8347057393,,46.0461040856031,,,52.6833803501945,9.53090073529412,,8.6744222944032,13.2373621323529,21.625,,4.47128676470588,64.9075942028985,52.9530434782608,60.3343768115943,60.896,51.9902608695653,28.2416231884057,52.632115942029,61.6180869565218,3.21671875,6.95041015625,5.97390625,5.6292578125,2.7571875,5.284609375,,2.8720703125,4.13578125,2.7571875,4.30810546875,2.4125390625,7.63970703125,7.2376171875,10.56921875,,,4.865625,,,,1.189375,,,7.3525,2.270625,1.621875,,9.73125,1.838125,2.37875,,3.0275,4.000625,,,3.135625,3.135625,,,,,107.483225806452,98.1191568914955,58.6272140762463,46.4132111436951,68.8055498533725,57.8129472140763,83.2587866568916,94.0478225806453,75.9303848973607,59.0343475073314,6.17257281553397,1.76359223300971,12.5655946601942,12.6096844660194,11.4192597087379,,3.2978125,,6.163125,14.813125,1.51375,1.94625,1.2975,,,,58.5669812680115,62.0329016570605,44.561833573487,39.4690525936599,49.9375468299713,66.2061527377522,60.6889733429395,64.6500252161382,,28.39968,48.95208,47.45736,,63.5256,7.4736,8.4078,49.5126,35.31276,37.18116,61.6572,
366,7.56875,62.6192156862744,108.257708752515,6.03004807692308,67.68625,2.81125,1.51375,59.498484375,3.59269886363637,1.08125,63.36125,47.034375,,10.40703125,,11.1381036931818,,,,13.6753551136364,7.82677556818181,11.8691761363636,10.7510653409091,11.9121803977273,4.55845170454546,,,,,,1.29012784090909,,,10.7510653409091,10.5790482954545,,,10.2350142045455,5.50454545454546,,,65.0276470588235,61.8781598793364,95.8070171026158,128.727489939638,65.524402665996,136.535550804829,111.845196177062,98.233846830986,46.004250503018,111.423138832998,114.799597585513,60.7762575452716,94.3298163983904,48.5365945674045,121.447000754527,46.004250503018,40.2009620221328,143.077439637827,146.981470070422,100.449647887324,56.7667127766601,58.6659708249497,50.2248239436621,60.3542002012073,8.62920673076924,,,,,5.71814903846154,1.87139423076923,69.962295514512,65.8678100263853,71.5644854881267,73.8787598944591,53.7623746701846,36.0492744063324,67.8260422163588,69.962295514512,8.00125,,3.784375,,2.054375,5.0278125,,,4.433125,,4.216875,3.67625,,4.000625,2.37875,,,,,,,,1.41283333333333,,10.2430416666667,,1.51375,,,0.90825,0.90825,,,3.73391666666667,2.92658333333333,2.72475,,0.807333333333333,3.93575,,,,90.64659375,90.3668203125,39.91434375,34.878421875,53.156953125,42.89859375,67.332140625,74.97928125,60.244546875,58.9389375,,2.59008522727272,3.21671875,,4.84596590909091,,,1.6759375,11.02875,,0.865,2.5409375,0.540625,,,0.756875,73.9214583333333,65.7849043715847,64.0537226775957,68.9010314207651,59.0332957650273,34.537074795082,41.0290061475409,41.20212431694,,,56.2118140243903,52.9614710365854,,56.9766006097562,8.41265243902438,5.92709603658538,,,50.2847179878049,48.9463414634146,
551,6.4875,55.952955960854,115.26125,8.00125,58.4352900552486,3.67625,3.46,47.8290334572491,9.08879854368931,2.37875,71.57875,50.6025,,7.03463855421687,3.51731927710844,6.87831325301206,2.65753012048192,,,13.2094879518072,14.0692771084337,9.22319277108435,6.01852409638554,12.6232680722892,9.84849397590362,,,,,,1.79774096385542,,,7.97259036144579,4.80700301204819,,,8.36340361445783,2.57936746987952,,,67.3701479092527,51.420940836299,97.52875,140.57813253012,60.034126506024,144.210090361446,113.979382530121,114.086204819277,45.8267620481927,115.154427710843,127.759457831325,68.7935542168675,101.908463855422,47.0018072289156,133.848328313253,43.4766716867469,45.0790060240963,143.782801204819,148.696626506024,,53.1975,,,64.093373493976,8.53466666666667,,10.6683333333333,,43.03375,14.9356666666667,4.53404166666667,54.9131629834255,54.272776243094,60.1163052486189,71.0829281767956,66.920414364641,42.1054281767956,60.8367403314918,62.1175138121546,4.01045454545454,5.57007575757577,4.12185606060607,6.79549242424242,2.2280303030303,5.23587121212121,,2.95214015151516,3.34204545454546,,3.34204545454546,3.56484848484849,4.90166666666667,5.18017045454546,10.4717424242424,,,4.17586206896552,,,,3.10206896551724,1.07379310344828,12.7065517241379,4.29517241379309,2.98275862068966,0.95448275862069,5.48827586206897,,3.93724137931034,3.22137931034482,,1.67034482758621,6.38310344827585,6.44275862068966,,3.22137931034482,4.65310344827585,,,,,81.5592100371747,83.8792750929367,37.2102741635687,27.4838475836431,43.992002788104,39.6195724907064,60.6786245353159,65.4079879182156,59.7862918215614,50.3750911921707,13.3354166666667,2.17509708737865,9.86820833333332,11.9630339805825,9.86561893203884,,,,10.1096875,14.510375,2.2598125,2.0219375,1.665125,,,2.8545,82.4631475515464,79.5114465206186,68.9960115979382,62.3546842783505,57.0047261597939,72.5933972293814,74.7149323453609,75.2683762886598,,,60.9975872093022,51.0928343023256,,69.4313372093022,12.7486918604651,9.80668604651162,,,45.6991569767442,54.5251744186047,
